frame,red,green,uncertain,session_id,rg_outcome,trial_id,global_trial_name
0,0,0,1,1,green,10,E32
1,0,0,1,1,green,10,E32
2,0,0,1,1,green,10,E32
3,0,0,1,1,green,10,E32
4,0,0,1,1,green,10,E32
5,0,0,1,1,green,10,E32
6,0,0,1,1,green,10,E32
7,0,0,1,1,green,10,E32
8,0,0,1,1,green,10,E32
9,0,0,1,1,green,10,E32
10,0,0,1,1,green,10,E32
11,0,0,1,1,green,10,E32
12,0,0,1,1,green,10,E32
13,0,0,1,1,green,10,E32
14,0,0,1,1,green,10,E32
15,0,0,1,1,green,10,E32
16,0,0,1,1,green,10,E32
17,0,0,1,1,green,10,E32
18,0,0,1,1,green,10,E32
19,0,0,1,1,green,10,E32
20,0,0,1,1,green,10,E32
21,0,0,1,1,green,10,E32
22,0,0,1,1,green,10,E32
23,0,0,1,1,green,10,E32
24,0,0,1,1,green,10,E32
25,0,0,1,1,green,10,E32
26,0,0,1,1,green,10,E32
27,0,0,1,1,green,10,E32
28,0,0,1,1,green,10,E32
29,0,0,1,1,green,10,E32
30,0,0,1,1,green,10,E32
31,0,0,1,1,green,10,E32
32,0,0,1,1,green,10,E32
33,0,0,1,1,green,10,E32
34,0,0,1,1,green,10,E32
35,1,0,0,1,green,10,E32
36,1,0,0,1,green,10,E32
37,1,0,0,1,green,10,E32
38,1,0,0,1,green,10,E32
39,1,0,0,1,green,10,E32
40,1,0,0,1,green,10,E32
41,1,0,0,1,green,10,E32
42,1,0,0,1,green,10,E32
43,1,0,0,1,green,10,E32
44,1,0,0,1,green,10,E32
45,1,0,0,1,green,10,E32
46,1,0,0,1,green,10,E32
47,1,0,0,1,green,10,E32
48,1,0,0,1,green,10,E32
49,1,0,0,1,green,10,E32
50,1,0,0,1,green,10,E32
51,1,0,0,1,green,10,E32
52,1,0,0,1,green,10,E32
53,1,0,0,1,green,10,E32
54,1,0,0,1,green,10,E32
55,1,0,0,1,green,10,E32
56,1,0,0,1,green,10,E32
57,1,0,0,1,green,10,E32
58,1,0,0,1,green,10,E32
59,1,0,0,1,green,10,E32
60,1,0,0,1,green,10,E32
61,1,0,0,1,green,10,E32
62,1,0,0,1,green,10,E32
63,1,0,0,1,green,10,E32
64,1,0,0,1,green,10,E32
65,1,0,0,1,green,10,E32
66,1,0,0,1,green,10,E32
67,1,0,0,1,green,10,E32
68,1,0,0,1,green,10,E32
69,1,0,0,1,green,10,E32
70,1,0,0,1,green,10,E32
71,1,0,0,1,green,10,E32
72,1,0,0,1,green,10,E32
73,1,0,0,1,green,10,E32
74,1,0,0,1,green,10,E32
75,1,0,0,1,green,10,E32
76,1,0,0,1,green,10,E32
77,1,0,0,1,green,10,E32
78,1,0,0,1,green,10,E32
79,1,0,0,1,green,10,E32
80,1,0,0,1,green,10,E32
81,0,0,1,1,green,10,E32
82,0,1,0,1,green,10,E32
83,0,1,0,1,green,10,E32
84,0,1,0,1,green,10,E32
85,0,1,0,1,green,10,E32
86,0,1,0,1,green,10,E32
87,0,1,0,1,green,10,E32
88,0,1,0,1,green,10,E32
89,0,1,0,1,green,10,E32
90,0,1,0,1,green,10,E32
91,0,1,0,1,green,10,E32
92,0,1,0,1,green,10,E32
93,0,1,0,1,green,10,E32
94,0,1,0,1,green,10,E32
95,0,1,0,1,green,10,E32
96,0,1,0,1,green,10,E32
97,0,1,0,1,green,10,E32
98,0,1,0,1,green,10,E32
99,0,1,0,1,green,10,E32
100,0,1,0,1,green,10,E32
101,0,1,0,1,green,10,E32
102,0,1,0,1,green,10,E32
103,0,1,0,1,green,10,E32
104,0,1,0,1,green,10,E32
105,0,1,0,1,green,10,E32
106,0,1,0,1,green,10,E32
107,0,1,0,1,green,10,E32
108,0,1,0,1,green,10,E32
109,0,1,0,1,green,10,E32
110,0,1,0,1,green,10,E32
111,0,1,0,1,green,10,E32
112,0,1,0,1,green,10,E32
113,0,1,0,1,green,10,E32
114,0,1,0,1,green,10,E32
115,0,1,0,1,green,10,E32
