frame,red,green,uncertain,session_id,rg_outcome,trial_id,global_trial_name
0,0,0,1,1,green,47,E33
1,0,0,1,1,green,47,E33
2,0,0,1,1,green,47,E33
3,0,0,1,1,green,47,E33
4,0,0,1,1,green,47,E33
5,0,0,1,1,green,47,E33
6,0,0,1,1,green,47,E33
7,0,0,1,1,green,47,E33
8,0,0,1,1,green,47,E33
9,0,0,1,1,green,47,E33
10,0,0,1,1,green,47,E33
11,0,0,1,1,green,47,E33
12,0,0,1,1,green,47,E33
13,0,0,1,1,green,47,E33
14,0,0,1,1,green,47,E33
15,0,0,1,1,green,47,E33
16,0,0,1,1,green,47,E33
17,0,0,1,1,green,47,E33
18,0,0,1,1,green,47,E33
19,0,0,1,1,green,47,E33
20,0,0,1,1,green,47,E33
21,0,0,1,1,green,47,E33
22,0,0,1,1,green,47,E33
23,0,0,1,1,green,47,E33
24,0,0,1,1,green,47,E33
25,0,0,1,1,green,47,E33
26,0,0,1,1,green,47,E33
27,0,0,1,1,green,47,E33
28,0,0,1,1,green,47,E33
29,0,0,1,1,green,47,E33
30,0,0,1,1,green,47,E33
31,0,0,1,1,green,47,E33
32,0,0,1,1,green,47,E33
33,0,0,1,1,green,47,E33
34,0,0,1,1,green,47,E33
35,0,0,1,1,green,47,E33
36,0,0,1,1,green,47,E33
37,0,0,1,1,green,47,E33
38,0,0,1,1,green,47,E33
39,0,0,1,1,green,47,E33
40,0,0,1,1,green,47,E33
41,0,0,1,1,green,47,E33
42,0,0,1,1,green,47,E33
43,0,0,1,1,green,47,E33
44,0,0,1,1,green,47,E33
45,0,0,1,1,green,47,E33
46,0,0,1,1,green,47,E33
47,0,0,1,1,green,47,E33
48,0,0,1,1,green,47,E33
49,0,0,1,1,green,47,E33
50,0,0,1,1,green,47,E33
51,0,0,1,1,green,47,E33
52,0,0,1,1,green,47,E33
53,0,0,1,1,green,47,E33
54,0,0,1,1,green,47,E33
55,0,0,1,1,green,47,E33
56,0,0,1,1,green,47,E33
57,0,0,1,1,green,47,E33
58,0,0,1,1,green,47,E33
59,0,0,1,1,green,47,E33
60,0,0,1,1,green,47,E33
61,0,0,1,1,green,47,E33
62,0,0,1,1,green,47,E33
63,0,0,1,1,green,47,E33
64,0,0,1,1,green,47,E33
65,0,0,1,1,green,47,E33
66,0,0,1,1,green,47,E33
67,0,0,1,1,green,47,E33
68,0,0,1,1,green,47,E33
69,0,0,1,1,green,47,E33
70,0,0,1,1,green,47,E33
71,0,0,1,1,green,47,E33
72,0,0,1,1,green,47,E33
73,0,0,1,1,green,47,E33
74,0,0,1,1,green,47,E33
75,0,0,1,1,green,47,E33
76,0,0,1,1,green,47,E33
77,0,0,1,1,green,47,E33
78,0,0,1,1,green,47,E33
79,0,0,1,1,green,47,E33
80,0,0,1,1,green,47,E33
81,0,0,1,1,green,47,E33
82,0,0,1,1,green,47,E33
83,0,0,1,1,green,47,E33
84,0,0,1,1,green,47,E33
85,0,0,1,1,green,47,E33
86,0,0,1,1,green,47,E33
87,0,0,1,1,green,47,E33
88,0,0,1,1,green,47,E33
89,0,0,1,1,green,47,E33
90,0,0,1,1,green,47,E33
91,0,0,1,1,green,47,E33
92,0,0,1,1,green,47,E33
93,0,0,1,1,green,47,E33
94,0,0,1,1,green,47,E33
95,0,0,1,1,green,47,E33
96,0,0,1,1,green,47,E33
97,0,0,1,1,green,47,E33
98,0,0,1,1,green,47,E33
99,0,0,1,1,green,47,E33
100,0,0,1,1,green,47,E33
101,1,0,0,1,green,47,E33
102,1,0,0,1,green,47,E33
103,1,0,0,1,green,47,E33
104,1,0,0,1,green,47,E33
105,1,0,0,1,green,47,E33
106,1,0,0,1,green,47,E33
107,1,0,0,1,green,47,E33
108,1,0,0,1,green,47,E33
109,1,0,0,1,green,47,E33
110,1,0,0,1,green,47,E33
111,1,0,0,1,green,47,E33
112,1,0,0,1,green,47,E33
113,1,0,0,1,green,47,E33
114,1,0,0,1,green,47,E33
115,1,0,0,1,green,47,E33
116,1,0,0,1,green,47,E33
117,1,0,0,1,green,47,E33
118,1,0,0,1,green,47,E33
119,1,0,0,1,green,47,E33
120,1,0,0,1,green,47,E33
121,1,0,0,1,green,47,E33
122,1,0,0,1,green,47,E33
123,1,0,0,1,green,47,E33
124,1,0,0,1,green,47,E33
125,1,0,0,1,green,47,E33
126,1,0,0,1,green,47,E33
127,1,0,0,1,green,47,E33
128,0,0,1,1,green,47,E33
129,0,0,1,1,green,47,E33
130,0,0,1,1,green,47,E33
131,0,0,1,1,green,47,E33
132,0,1,0,1,green,47,E33
133,0,1,0,1,green,47,E33
134,0,1,0,1,green,47,E33
135,0,1,0,1,green,47,E33
136,0,1,0,1,green,47,E33
137,0,1,0,1,green,47,E33
138,0,1,0,1,green,47,E33
139,0,1,0,1,green,47,E33
140,0,1,0,1,green,47,E33
141,0,1,0,1,green,47,E33
142,0,1,0,1,green,47,E33
143,0,1,0,1,green,47,E33
144,0,1,0,1,green,47,E33
145,0,1,0,1,green,47,E33
146,0,1,0,1,green,47,E33
147,0,1,0,1,green,47,E33
148,0,1,0,1,green,47,E33
149,0,1,0,1,green,47,E33
150,0,1,0,1,green,47,E33
151,0,1,0,1,green,47,E33
152,0,1,0,1,green,47,E33
153,0,1,0,1,green,47,E33
154,0,1,0,1,green,47,E33
155,0,1,0,1,green,47,E33
156,0,1,0,1,green,47,E33
157,0,1,0,1,green,47,E33
158,0,1,0,1,green,47,E33
159,0,1,0,1,green,47,E33
160,0,1,0,1,green,47,E33
161,0,1,0,1,green,47,E33
162,0,1,0,1,green,47,E33
163,0,1,0,1,green,47,E33
164,0,1,0,1,green,47,E33
165,0,1,0,1,green,47,E33
166,0,1,0,1,green,47,E33
167,0,1,0,1,green,47,E33
168,0,1,0,1,green,47,E33
